subcategory,href,category
Cartão de crédito para varejo,https://www.reclameaqui.com.br/segmentos/varejo/cartao-de-credito-para-varejo/,Varejo
Comparadores de Preços,https://www.reclameaqui.com.br/segmentos/varejo/comparadores-de-precos/,Varejo
Compras Coletivas,https://www.reclameaqui.com.br/segmentos/varejo/compras-coletivas/,Varejo
Dropshipping (Venda sem estoque),https://www.reclameaqui.com.br/segmentos/varejo/dropshipping-venda-sem-estoque/,Varejo
Lojas de departamento,https://www.reclameaqui.com.br/segmentos/varejo/lojas-de-departamento/,Varejo
Marketplaces,https://www.reclameaqui.com.br/segmentos/varejo/marketplaces/,Varejo
Plataformas de E-commerce,https://www.reclameaqui.com.br/segmentos/varejo/plataformas-de-e-commerce/,Varejo
Produtos Importados,https://www.reclameaqui.com.br/segmentos/varejo/produtos-importados/,Varejo
Produtos Personalizados,https://www.reclameaqui.com.br/segmentos/varejo/produtos-personalizados/,Varejo
Varejo - Lojas Físicas,https://www.reclameaqui.com.br/segmentos/varejo/varejo-lojas-fisicas/,Varejo
Varejo Online - E-commerce em geral,https://www.reclameaqui.com.br/segmentos/varejo/varejo-online-e-commerce-em-geral/,Varejo
Apostas de Corrida,https://www.reclameaqui.com.br/segmentos/apostas/apostas-de-corrida/,Apostas
Apostas Esports (e-games),https://www.reclameaqui.com.br/segmentos/apostas/apostas-esports-e-games/,Apostas
Casa de Aposta,https://www.reclameaqui.com.br/segmentos/apostas/casa-de-aposta/,Apostas
Cassinos,https://www.reclameaqui.com.br/segmentos/apostas/cassinos/,Apostas
"Entretenimento (Óscar, reality-shows, premiações)",https://www.reclameaqui.com.br/segmentos/apostas/entretenimento-oscar-reality-premiacoes/,Apostas
Exchange,https://www.reclameaqui.com.br/segmentos/apostas/exchange/,Apostas
Loterias,https://www.reclameaqui.com.br/segmentos/apostas/loteria/,Apostas
Poker,https://www.reclameaqui.com.br/segmentos/apostas/poker/,Apostas
Cabelos e Produtos Capilares,https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/cabelos-e-produtos-capilares/,Beleza e Estética
Clínicas de Estética,https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/clinicas-de-estetica/,Beleza e Estética
Cuidados com a Pele (Dermocosméticos),https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/cuidados-com-a-pele-dermocosmeticos/,Beleza e Estética
Depilação e Depilação a Laser,https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/depilacao-e-depilacao-a-laser/,Beleza e Estética
"E-commerce - Cosméticos, Beleza e Estética",https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/e-commerce-cosmeticos-beleza-e-estetica/,Beleza e Estética
"Fabricantes - Cosméticos, Beleza e Estética",https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/fabricantes-cosmeticos-beleza-e-estetica/,Beleza e Estética
Higiene Pessoal,https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/higiene-pessoal/,Beleza e Estética
"Lojas Físicas - Cosméticos, Beleza e Estética",https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/lojas-fisicas-cosmeticos-beleza-estetica/,Beleza e Estética
Maquiagens,https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/maquiagem/,Beleza e Estética
Perfumarias,https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/perfumaria/,Beleza e Estética
Produtos para Cuidados Feminino,https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/produtos-para-cuidados-feminino/,Beleza e Estética
Produtos para Cuidados Masculino,https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/produtos-para-cuidados-masculino/,Beleza e Estética
Salões de Beleza,https://www.reclameaqui.com.br/segmentos/beleza-e-estetica/saloes-de-beleza/,Beleza e Estética
Conteúdos Digitais,https://www.reclameaqui.com.br/segmentos/editoriais-conteudo-e-informacao/conteudos-digitais/,"Editoriais, conteúdo e informação"
"Ecommerce - Editoriais, conteúdo e informação",https://www.reclameaqui.com.br/segmentos/editoriais-conteudo-e-informacao/ecommerce-editoriais-conteudo-informacao/,"Editoriais, conteúdo e informação"
Editoras e Revistas,https://www.reclameaqui.com.br/segmentos/editoriais-conteudo-e-informacao/editoras-e-revistas/,"Editoriais, conteúdo e informação"
Jornais Impressos e Online,https://www.reclameaqui.com.br/segmentos/editoriais-conteudo-e-informacao/jornais-impressos-e-online/,"Editoriais, conteúdo e informação"
Livrarias,https://www.reclameaqui.com.br/segmentos/editoriais-conteudo-e-informacao/livrarias/,"Editoriais, conteúdo e informação"
Portais de Notícias,https://www.reclameaqui.com.br/segmentos/editoriais-conteudo-e-informacao/portais-de-noticias/,"Editoriais, conteúdo e informação"
Agências Reguladoras,https://www.reclameaqui.com.br/segmentos/empresas-publicas/agencias-reguladoras/,Empresas Públicas
Autarquias de Trânsito e Transporte,https://www.reclameaqui.com.br/segmentos/empresas-publicas/autarquias-de-transito-e-transporte/,Empresas Públicas
Cartórios e Serviços Notariais,https://www.reclameaqui.com.br/segmentos/empresas-publicas/cartorios-e-servicos-notariais/,Empresas Públicas
Companhias de Saneamento e Habitação,https://www.reclameaqui.com.br/segmentos/empresas-publicas/companhias-de-saneamento-e-habitacao/,Empresas Públicas
Corpos Militares e Polícia,https://www.reclameaqui.com.br/segmentos/empresas-publicas/corpos-militares-e-policia/,Empresas Públicas
Institutos de Previdência e Seguridade Social,https://www.reclameaqui.com.br/segmentos/empresas-publicas/institutos-de-previdencia-e-seguridade-social/,Empresas Públicas
Prefeituras e Subprefeituras,https://www.reclameaqui.com.br/segmentos/empresas-publicas/prefeituras-e-subprefeituras/,Empresas Públicas
Secretarias de Governo,https://www.reclameaqui.com.br/segmentos/empresas-publicas/secretarias-de-governo/,Empresas Públicas
Serviços de Documentação e Consultoria,https://www.reclameaqui.com.br/segmentos/empresas-publicas/servicos-de-documentacao-e-consultoria/,Empresas Públicas
Órgãos de Justiça e Tribunais,https://www.reclameaqui.com.br/segmentos/empresas-publicas/orgaos-de-justica-e-tribunais/,Empresas Públicas
Jogos de Tabuleiro e Card Games,https://www.reclameaqui.com.br/segmentos/jogos/jogos-de-tabuleiro-e-card-games/,Jogos
"Jogos digitais, Plataformas e Lojas",https://www.reclameaqui.com.br/segmentos/jogos/jogos-digitais-plataformas-e-lojas/,Jogos
Perifericos e Hardware Gamer,https://www.reclameaqui.com.br/segmentos/jogos/perifericos-e-hardware-gamer/,Jogos
Acessórios - Mãe e Bebê,https://www.reclameaqui.com.br/segmentos/mae-e-bebe/acessorios-mae-e-bebe/,Mãe e Bebê
Alimentação,https://www.reclameaqui.com.br/segmentos/mae-e-bebe/alimentacao/,Mãe e Bebê
"Cadeirinhas, carrinho e passeios",https://www.reclameaqui.com.br/segmentos/mae-e-bebe/cadeirinhas-carrinho-e-passeios/,Mãe e Bebê
Ecommerce - Mãe e Bebê,https://www.reclameaqui.com.br/segmentos/mae-e-bebe/ecommerce-mae-e-bebe/,Mãe e Bebê
"Higiene, saúde e bem-estar",https://www.reclameaqui.com.br/segmentos/mae-e-bebe/higiene-saude-e-bem-estar/,Mãe e Bebê
Moda bebê,https://www.reclameaqui.com.br/segmentos/mae-e-bebe/moda-bebe/,Mãe e Bebê
Moda materna,https://www.reclameaqui.com.br/segmentos/mae-e-bebe/moda-materna/,Mãe e Bebê
Segurança e monitoramento,https://www.reclameaqui.com.br/segmentos/mae-e-bebe/seguranca-e-monitoramento/,Mãe e Bebê
Academias e Serviços de Bem Estar,https://www.reclameaqui.com.br/segmentos/saude/academias-e-servicos-de-bem-estar/,Saúde
"Aparelhos, Produtos e Insumos de Saúde",https://www.reclameaqui.com.br/segmentos/saude/aparelhos-produtos-e-insumos-de-saude/,Saúde
Clínicas - Saúde em Geral,https://www.reclameaqui.com.br/segmentos/saude/clinicas-saude-em-geral/,Saúde
Drogarias e Farmácias,https://www.reclameaqui.com.br/segmentos/saude/drogarias-e-farmacias/,Saúde
Ecommerce - Saúde,https://www.reclameaqui.com.br/segmentos/saude/ecommerce-saude/,Saúde
Equipamentos Médicos - Fabricantes,https://www.reclameaqui.com.br/segmentos/saude/equipamentos-medicos-fabricantes/,Saúde
Farmacêuticas,https://www.reclameaqui.com.br/segmentos/saude/farmaceutica/,Saúde
Hospitais,https://www.reclameaqui.com.br/segmentos/saude/hospitais/,Saúde
Laboratório e Imagem,https://www.reclameaqui.com.br/segmentos/saude/laboratorio-e-imagem/,Saúde
Odontologia - Clínicas de Dentista,https://www.reclameaqui.com.br/segmentos/saude/odontologia-clinicas-de-dentista/,Saúde
Operadoras de Planos de Saúde,https://www.reclameaqui.com.br/segmentos/saude/operadoras-de-planos-de-saude/,Saúde
Operadoras Planos Odontológicos,https://www.reclameaqui.com.br/segmentos/saude/operadoras-planos-odontologicos/,Saúde
Organizações Socias de Saúde,https://www.reclameaqui.com.br/segmentos/saude/organizacoes-sociais-de-saude/,Saúde
Planos de Saúde,https://www.reclameaqui.com.br/segmentos/saude/planos-de-saude/,Saúde
Planos Odontológicos,https://www.reclameaqui.com.br/segmentos/saude/planos-odontologicos/,Saúde
Plataforma de Exercícios,https://www.reclameaqui.com.br/segmentos/saude/plataforma-de-exercicios/,Saúde
Administradoras e Consultorias de Imóveis,https://www.reclameaqui.com.br/segmentos/setor-imobiliario/administradoras-e-consultorias-imoveis/,Setor imobiliário
Construtoras e Incorporadoras,https://www.reclameaqui.com.br/segmentos/setor-imobiliario/construtoras-e-incorporadoras/,Setor imobiliário
Imobiliárias,https://www.reclameaqui.com.br/segmentos/setor-imobiliario/imobiliarias/,Setor imobiliário
Setor imobiliário (E-commerce),https://www.reclameaqui.com.br/segmentos/setor-imobiliario/ecommerce-setor-imobiliario/,Setor imobiliário
Antívirus e Segurança,https://www.reclameaqui.com.br/segmentos/softwares/antivirus-e-seguranca/,Softwares
Comparadores de Preço,https://www.reclameaqui.com.br/segmentos/softwares/comparadores-de-preco/,Softwares
Ecommerce - Softwares,https://www.reclameaqui.com.br/segmentos/softwares/ecommerce-softwares/,Softwares
Núvem (Cloud) e Hospedagens,https://www.reclameaqui.com.br/segmentos/softwares/nuvem-cloud-e-hospedagens/,Softwares
Plataforma de E-commerce e Desenvolvimento de Sites,https://www.reclameaqui.com.br/segmentos/softwares/plataforma-ecommerce-desenvolvimento-web/,Softwares
Plataformas SAAS,https://www.reclameaqui.com.br/segmentos/softwares/plataformas-saas/,Softwares
"Serviços de Email, Provedores de Webmail",https://www.reclameaqui.com.br/segmentos/softwares/servicos-de-email-provedores-de-webmail/,Softwares
Softwares de Desenvolvimento e Design,https://www.reclameaqui.com.br/segmentos/softwares/softwares-de-desenvolvimento-e-design/,Softwares
Compras de Passagens - Sites e APPs,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/compras-de-passagens-sites-e-apps/,Transportes e Serviços
Concessionária de Rodovias e Pedágios,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/concessionaria-de-rodovias-e-pedagios/,Transportes e Serviços
Estacionamentos e Parquímetros,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/estacionamentos-e-parquimetros/,Transportes e Serviços
Logística - Entrega de Encomendas,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/logistica-entrega-de-encomendas/,Transportes e Serviços
Micromobilidade,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/micromobilidade/,Transportes e Serviços
Postos de Combustível,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/postos-de-combustivel/,Transportes e Serviços
Sistema de Bilhetagem - Transportes,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/sistema-de-bilhetagem-transportes/,Transportes e Serviços
Transporte Aéreo,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/transporte-aereo/,Transportes e Serviços
Transporte de Mudanças e Carreto,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/transporte-de-mudancas-e-carreto/,Transportes e Serviços
Transporte Marítimo e Cruzeiros,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/transporte-maritimo-e-cruzeiros/,Transportes e Serviços
Transporte Rodoviário,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/transporte-rodoviario/,Transportes e Serviços
Transporte Urbano Coletivo,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/transporte-urbano-coletivo/,Transportes e Serviços
Transporte Urbano Individual,https://www.reclameaqui.com.br/segmentos/transportes-e-servicos/transporte-urbano-individual/,Transportes e Serviços
Aluguel de Carros,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/aluguel-de-carros/,Veículos e Acessórios
Assistência 24 horas,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/assistencia-24-horas/,Veículos e Acessórios
Bicicletas,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/bicicletas/,Veículos e Acessórios
Caminhões e Ônibus,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/caminhoes-e-onibus/,Veículos e Acessórios
Carros por Assinatura,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/carros-por-assinatura/,Veículos e Acessórios
Classificados de Veículos,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/classificados-de-veiculos/,Veículos e Acessórios
Concessionárias de Veículos,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/concessionarias-de-veiculos/,Veículos e Acessórios
Conserto de Veículos,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/conserto-de-veiculos/,Veículos e Acessórios
Limpeza de Veículos - Lava-Jatos e Lava-Rápidos,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/limpeza-veiculos-lava-jatos-lava-rapidos/,Veículos e Acessórios
Lojas de Veículos - Carros Usados,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/lojas-de-veiculos-carros-usados/,Veículos e Acessórios
Montadora de Motos,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/montadora-de-motos/,Veículos e Acessórios
Montadora de Veículos,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/montadora-de-veiculos/,Veículos e Acessórios
Peças e Acessórios Automotivos - Fabricantes,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/pecas-acessorios-automotivos-fabricantes/,Veículos e Acessórios
Peças e Acessórios Automotivos - Varejo,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/pecas-e-acessorios-automotivos-varejo/,Veículos e Acessórios
Pneus - Fabricantes,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/pneus-fabricantes/,Veículos e Acessórios
Proteção Veicular,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/protecao-veicular/,Veículos e Acessórios
Rastreamento Veicular,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/rastreamento-veicular/,Veículos e Acessórios
Veículos - Serviços e Consertos em Geral,https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/veiculos-servicos-e-consertos-em-geral/,Veículos e Acessórios
Veículos e Acessórios (E-commerce),https://www.reclameaqui.com.br/segmentos/veiculos-e-acessorios/ecommerce-veiculos-e-acessorios/,Veículos e Acessórios
